id,filename,filepath,extracted
0,INV-038530.pdf,/home/aj/Desktop/budgetnet_all_files/INV-038530.pdf,false
1,Invoice.9.B_Voller-merged.pdf,/home/aj/Desktop/budgetnet_all_files/Invoice.9.B_Voller-merged.pdf,false
2,539401_Inv.pdf,/home/aj/Desktop/budgetnet_all_files/539401_Inv.pdf,false
3,Invoice_INV-101403.pdf,/home/aj/Desktop/budgetnet_all_files/Invoice_INV-101403.pdf,false
4,Invoice_INV-384736.pdf,/home/aj/Desktop/budgetnet_all_files/Invoice_INV-384736.pdf,false
